review_text,review_posted_date,review_header,review_rating,review_author
"Smart phone getting in 6k it's good and Worth buying. But we unsatisfied with the Amazon packing,the seal was broken.But we not returned back bcz, very urgently we needed mobile,we hope that mobile we got is not used and work properly.",21 Dec 2018,"Good, cheap and best",4.0 ,Preethi Shetty
"As compare with price this product is fulfilled all expectations, bettry life better ,camera quality awesome, slim design and volume also good .nice product. Amazon delivery is fast u can trust.",04 Jan 2019,Review,4.0 ,Arun
You will Get Dual 4G You Are Looking For. Decent Camera Don't expect Much From A 6k Device.less heat Compared To Previous 5A.You Will Only Feel For The Internal memory.,01 Oct 2018,Choose 6A over 5A,4.0 ,CHANDRESH KHUNTIA
Yas good mobile in India Redmi 6 athis mobile phone purchase efficiency good and very budget phone Indian peoples so like that all people use phone very good features phone condition and working screen working and almost do Indians like this phone good mobile processor xiaomi redmi 6a,18 Oct 2018,Good mobile phone in India peoples budget.....,4.0 ,Dr.Rambabu. p
"Picture quality, sound clarity and battery life is great. Little lag in doing good User Experience screens in software, after update that also better. After update to latest Color OS quick setting background is white that looks hard for customers, better give some customization on that.",26 Dec 2018,Nice product,4.0 ,Amazon Customer
Picture quality is bad. Battery is not that good. It takes very long time to get fully charged. Good for those who don't use much of apps. Overall not happy with the product.,25 Jan 2019,Not recommended,3.0 ,Vijuu😍
Right now Using Redmi 6A since last 1 week. I think it's a very good Smart Phone Under 6000 budget. I am also Using Redmi 5A for last 6 month so this series of Redmi probably providing good and Smart Facility to the Costumers. Overall I would like to give 4* star to Redmi 6A,29 Jan 2019,Redmi 6A,4.0 ,Mukul Kumar
You can have the best phone in this budget when I bought it two months ago for my dad. Didn't use it much but what I feel it's good in low cost model.,22 Jun 2019,Best phone in budget.,4.0 ,Addie
"Good phone in this range had some software issues, but got resolved at service centers great budget phone",06 Feb 2019,Good for budget,4.0 ,Ali Saffder
I bought this phone for my mom but I thought I should test it as my primary device for few days. After few days of usage here are first impressions of this budget phone: ● Build Quality (8/10): It has a solid plastic build. It has rear curves slightly towards the edges which gives good grip on phone so don't worry about slipping phone from your hand. ● Camera (9/10): 13 MP rear camera takes decent shots in daylight. The front camera is 5 MP with portrait mode feature which works on AI which does fairly good job. So selfie camera in general takes decent photos with beauty mode. ● Display(8.5/10) : It has 5.4 inches hd LCD display with 18:9 aspect ratio which makes less bezels. Viewing angles are not that good but acceptable for two peoples. It performs average in sunlight keeping in mind its price. ● Performance(7/10): This phone comes with Helio A22 chipset with 2 GB ram. Phone comes with so many pre loaded apps which you can disable. This phone sucks in multitasking. You can play small games on it. Xiaomi will improve it's performance with MIUI 10 update.(MIUI 10 Beta is already out and works fantastic) ● Battery(9/10): It has decent 3000 mAh battery which gives you whole day power for moderate usage. Other specifications which are impressive at this price: 1. AI face unlock 2. Dual VOLTE 3. Dual sim slot + memory card slot Cons: No fingerprint scanner Overall rating : 8.5/10 With such a low price tag it is best mobile in the market. You can definitely buy it. Recommended.,17 Oct 2018,Definitely recommended !!,4.0 ,Rahul Mhatre
"Overall I am little disappointed with the product. Had better expectation from Mi. Camera quality is ok , the phone also lags a bit.",02 Nov 2018,Expected a better product,3.0 ,Abhi
dont purchage this product wastage product lost your money no camera quality bad audio bad video and after purchage no return policy amazon not responsible for any issue amazon service is very bad.,10 Jan 2019,waste of money,1.0 ,dev
"2 GB ram really bad performance, I brought it for my mother . She is using only phone calls for that it’s getting very slow , don’t go for this ,better go for more ram ,",06 Jun 2019,Very very slow performance,1.0 ,Manoj
"Super build quality, Sufficient Screen size , AI-powered face unlock mechanism allows to unlock with a single glance. Enough battery power for daily tasks, dual 4G sim support, Assurance from MI (Xiaomi). Overall an Awesome phone",26 Jul 2019,Beast Phone with Latest Technology,4.0 ,Madhu
It's amazing smartphone in low budget and slim body attractive look. I think you can buy this smartphone any past time,01 Oct 2018,Good camera quality and battery life,5.0 ,Gajanand Sharma
Worst signal quality. Let me tell u that same network working well in Samsung basic mobile where redmi6a can't give u the proper signal. Trust me. I am a redmi phone and i don't suggest this. Never ever go for ultra low end other than 3gb varients,08 Aug 2019,Don't buy..redmi fan here,1.0 ,Swathi
"If camera is your main priority, forget about this phone. You need to have very high outdoor lighting to capture gud images. But practically, normal images sucks.",28 Jun 2019,Camera sucks.,3.0 ,Mayuresh
"No issue with the product except the radiation concern. As per regularity, they have certain radiation limit for INDIA customers. Looks like the RED MI mobiles are having much more compared with other mobiles. This is only a major concern to me.",15 Feb 2019,Worth for money but radiation should be less,4.0 ,sakthi
"go for it, after 1 month use- it works all fine, latest Android, good battery back up, decent screen, face recognition doent work in poor light, finger senser missing, no lag in daily use app, all works smooth",24 Oct 2018,Worth of price,5.0 ,Atul
Good mobile but sound quality is not so good.,04 Jan 2019,Value for money,4.0 ,Salil Ranjan
"Best Mobile in this price range, no issues have used through out 1 week testing all functions to extreme, & it has good battery back up too.",21 Jan 2019,Good Mobile,5.0 ,Yusuf Mansawala
I am expecting things not in this phone . So I wish return and exchange other phone. I want to know what is resale value for this phone. I bought 27/10/2018,20 Apr 2019,Return and exchange,2.0 ,Amazon Customer
True successor of Redmi 5A. Nice product in budget .,26 Sep 2018,Go ahead and buy,5.0 ,Tharun
"Under 7000 good mobile, i am used at 6 months ago redmi 6a, camera quality good under this price segment battery back up good max 12 hours after heavy uses, face sensor not good.. One handed operate, this price segment is better choice.",18 Jul 2019,"Good mobile, face sensor dispointed..",4.0 ,atish
"The phone is nice but It didnt come with anything other than charger, which, well it didnt say what will come with it but Its either sends just charger or there was some problem with my delivery. If someone could tell me wether this happens or not i would appreciate it.",01 Apr 2019,The camera is nice,3.0 ,Emerald
Redmi 6A has very much lag problems. This phone is hanging and lags while using YouTube and browser even open any apps gets 1 sec lagging.Redmi 5A is so far better than Redmi 6A. I am regretting on my decision for buying this phone. Not satisfied.helio a22 processor is very worst.,30 Jan 2019,Very Bad Experience With Xiaomi Product.,3.0 ,Amazon Customer
"installed real cricket 2018, playing this game with this mobile got the phone getting hang hence I am not happy with this phone it is just 10 days only :-(",29 Oct 2018,Ok Ok,3.0 ,Lolek
"Can never get a better device in this budget. Never lags, battery is awesome. Best device, flawless!",07 Dec 2018,"Awesome battery, Nice Camera(atleast considering price)",5.0 ,Sanyam Kaushal
"Dont buy. After using 15 days, hanging problem. Only battery back up of redmi 6A is good. Face unlock doesn't work. Battery life very poor. Charger heats too much. esse ghatiya mobile ho hi nahi sakta. Go for evergreen Samsung.",07 May 2019,Hanging problem,1.0 ,Nazreen
Best in budget...slim & perfect in hand,06 Nov 2018,Good model in budget,4.0 ,Harshad patel
"Hangs a bit if there is a background apps running, you need to clear every time to make this faster",26 Nov 2018,Hangs a bit,3.0 ,Sham
Worst phone ever. Motherboard got fried while charging though no voltage fluctuations in suuply,11 Mar 2019,Worst phone worst company,1.0 ,s4shvm
at this price the phone is excellent. Cant complaint much even though it has minor flaws,31 Jan 2019,Must buy if your budget is under 6k,4.0 ,Amazon Customer
